Rodzaj_obiektu,Miesiac,Turyści_Ogółem,Turyści_Zagraniczni,Rok,Turyści_Krajowi
"Hostele 
Hostels",X,69492.0,23532.0,2019,45960.0
"Zakłady uzdrowiskowe 
Health establishments",X,74471.0,4201.0,2019,70270.0
"Pokoje gościnne 
Rooms for guests",X,59157.0,7955.0,2019,51202.0
"Kwatery agroturystyczne 
Agrotourism lodgings",X,8979.0,545.0,2019,8434.0
"Pozostałe niesklasyfikowane 
Other not classified",X,70622.0,8482.0,2019,62140.0
O G Ó Ł E M                       2018           ,XI,2436125.0,501565.0,2019,1934560.0
T O T A L                            2019            ,XI,2596441.0,532689.0,2019,2063752.0
"Obiekty hotelowe 
Hotels and similar establishments",XI,2185500.0,482217.0,2019,1703283.0
"Hotele 
Hotels",XI,1926567.0,442539.0,2019,1484028.0
"Motele  
Motels",XI,18333.0,0.0,2019,18333.0
"Pensjonaty 
Boarding house",XI,36409.0,0.0,2019,36409.0
"Inne obiekty hotelowe 
Other hotel establishments",XI,204191.0,33987.0,2019,170204.0
"Pozostałe obiekty noclegowe
Other establishments ",XI,410941.0,0.0,2019,410941.0
"Domy wycieczkowe 
Excursion hostels",XI,5102.0,504.0,2019,4598.0
"Schroniska 
Shelters",XI,10904.0,154.0,2019,10750.0
"Schroniska młodzieżowe 
Youth shelters",XI,5278.0,1070.0,2019,4208.0
"Szkolne schroniska młodzieżowe
School youth shelters",XI,17335.0,0.0,2019,17335.0
"Ośrodki wczasowe 
Holiday centres",XI,63510.0,5369.0,2019,58141.0
"Ośrodki kolonijne 
Holiday youth centres",XI,3505.0,28.0,2019,3477.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",XI,57479.0,1764.0,2019,55715.0
"Domy pracy twórczej 
Creative arts centres",XI,2203.0,190.0,2019,2013.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",XI,4790.0,0.0,2019,4790.0
"Kempingi 
Camping sites",XI,983.0,221.0,2019,762.0
"Pola biwakowe  
Tent camp sites",XI,80.0,0.0,2019,80.0
"Hostele 
Hostels",XI,64208.0,22435.0,2019,41773.0
"Zakłady uzdrowiskowe 
Health establishments",XI,65937.0,2596.0,2019,63341.0
"Pokoje gościnne 
Rooms for guests",XI,45666.0,5792.0,2019,39874.0
"Kwatery agroturystyczne 
Agrotourism lodgings",XI,6483.0,385.0,2019,6098.0
"Pozostałe niesklasyfikowane 
Other not classified",XI,57478.0,7345.0,2019,50133.0
O G Ó Ł E M                       2018           ,XII,2194190.0,478046.0,2019,1716144.0
T O T A L                            2019            ,XII,2295963.0,517820.0,2019,1778143.0
"Obiekty hotelowe 
Hotels and similar establishments",XII,1918220.0,467721.0,2019,1450499.0
"Hotele 
Hotels",XII,1683901.0,426426.0,2019,1257475.0
"Motele  
Motels",XII,15381.0,0.0,2019,15381.0
"Pensjonaty 
Boarding house",XII,38254.0,0.0,2019,38254.0
"Inne obiekty hotelowe 
Other hotel establishments",XII,180684.0,34919.0,2019,145765.0
"Pozostałe obiekty noclegowe
Other establishments ",XII,377743.0,0.0,2019,377743.0
"Domy wycieczkowe 
Excursion hostels",XII,4442.0,370.0,2019,4072.0
"Schroniska 
Shelters",XII,10788.0,189.0,2019,10599.0
"Schroniska młodzieżowe 
Youth shelters",XII,4452.0,963.0,2019,3489.0
"Szkolne schroniska młodzieżowe
School youth shelters",XII,14320.0,0.0,2019,14320.0
"Ośrodki wczasowe 
Holiday centres",XII,65425.0,6015.0,2019,59410.0
"Ośrodki kolonijne 
Holiday youth centres",XII,2529.0,17.0,2019,2512.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",XII,48385.0,1855.0,2019,46530.0
"Domy pracy twórczej 
Creative arts centres",XII,2260.0,22.0,2019,2238.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",XII,6609.0,0.0,2019,6609.0
"Kempingi 
Camping sites",XII,752.0,128.0,2019,624.0
"Pola biwakowe  
Tent camp sites",XII,98.0,0.0,2019,98.0
"Hostele 
Hostels",XII,57677.0,20834.0,2019,36843.0
"Zakłady uzdrowiskowe 
Health establishments",XII,52592.0,3250.0,2019,49342.0
"Pokoje gościnne 
Rooms for guests",XII,55516.0,7917.0,2019,47599.0
"Kwatery agroturystyczne 
Agrotourism lodgings",XII,7344.0,528.0,2019,6816.0
"Pozostałe niesklasyfikowane 
Other not classified",XII,44554.0,5344.0,2019,39210.0
O G Ó Ł E  M                     2015              A,I,1518140.0,0.0,2016,1518140.0
T O T A L                           2016               A,I,1650237.0,0.0,2016,1650237.0
B ,I,1712855.0,0.0,2016,1712855.0
"Obiekty hotelowe 
Hotels and similar establishments",I,1365103.0,299678.0,2016,1065425.0
"Hotele 
Hotels",I,1191631.0,278165.0,2016,913466.0
"Motele  
Motels",I,16821.0,0.0,2016,16821.0
"Pensjonaty 
Boarding house",I,31622.0,0.0,2016,31622.0
"Inne obiekty hotelowe 
Other hotel facilities",I,125029.0,16386.0,2016,108643.0
"Pozostałe obiekty noclegowe
Other facilities ",I,347752.0,0.0,2016,347752.0
"Domy wycieczkowe 
Excursion hostels",I,5445.0,295.0,2016,5150.0
"Schroniska 
Shelters",I,8267.0,108.0,2016,8159.0
"Schroniska młodzieżowe 
Youth hostels",I,3820.0,482.0,2016,3338.0
"Szkolne schroniska młodzieżowe
School youth hostels",I,18378.0,0.0,2016,18378.0
"Ośrodki wczasowe 
Holiday centres",I,65281.0,4625.0,2016,60656.0
"Ośrodki kolonijne 
Holiday youth centers",I,3394.0,52.0,2016,3342.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",I,46461.0,2816.0,2016,43645.0
"Domy pracy twórczej 
Creative arts centres",I,2064.0,27.0,2016,2037.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",I,3851.0,0.0,2016,3851.0
"Kempingi 
Camping sites",I,456.0,87.0,2016,369.0
"Pola biwakowe  
Tent camp sites",I,0.0,0.0,2016,0.0
"Hostele 
Hostels",I,36825.0,11495.0,2016,25330.0
"Zakłady uzdrowiskowe 
Health establishments",I,61031.0,2117.0,2016,58914.0
"Pokoje gościnne 
Rooms for guests",I,39882.0,2759.0,2016,37123.0
"Kwatery agroturystyczne 
Agrotourism lodgings",I,6093.0,213.0,2016,5880.0
"Pozostałe niesklasyfikowane 
Other not classified",I,46504.0,4368.0,2016,42136.0
O G Ó Ł E  M                     2015              A,II,1618946.0,0.0,2016,1618946.0
T O T A L                           2016               A,II,1756072.0,0.0,2016,1756072.0
B ,II,1820325.0,0.0,2016,1820325.0
"Obiekty hotelowe 
Hotels and similar establishments",II,1454713.0,292419.0,2016,1162294.0
"Hotele 
Hotels",II,1273475.0,271904.0,2016,1001571.0
"Motele  
Motels",II,16771.0,0.0,2016,16771.0
"Pensjonaty 
Boarding house",II,34424.0,0.0,2016,34424.0
"Inne obiekty hotelowe 
Other hotel facilities",II,130043.0,16272.0,2016,113771.0
"Pozostałe obiekty noclegowe
Other facilities ",II,365612.0,0.0,2016,365612.0
"Domy wycieczkowe 
Excursion hostels",II,6495.0,278.0,2016,6217.0
"Schroniska 
Shelters",II,8813.0,292.0,2016,8521.0
"Schroniska młodzieżowe 
Youth hostels",II,4517.0,670.0,2016,3847.0
"Szkolne schroniska młodzieżowe
School youth hostels",II,19760.0,0.0,2016,19760.0
"Ośrodki wczasowe 
Holiday centres",II,72546.0,4324.0,2016,68222.0
"Ośrodki kolonijne 
Holiday youth centers",II,4384.0,76.0,2016,4308.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",II,50651.0,2461.0,2016,48190.0
"Domy pracy twórczej 
Creative arts centres",II,2149.0,36.0,2016,2113.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",II,3885.0,0.0,2016,3885.0
"Kempingi 
Camping sites",II,392.0,51.0,2016,341.0
"Pola biwakowe  
Tent camp sites",II,0.0,0.0,2016,0.0
"Hostele 
Hostels",II,39668.0,12043.0,2016,27625.0
"Zakłady uzdrowiskowe 
Health establishments",II,54899.0,1909.0,2016,52990.0
"Pokoje gościnne 
Rooms for guests",II,41401.0,2480.0,2016,38921.0
"Kwatery agroturystyczne 
Agrotourism lodgings",II,6382.0,170.0,2016,6212.0
"Pozostałe niesklasyfikowane 
Other not classified",II,49670.0,4266.0,2016,45404.0
O G Ó Ł E  M                     2015              A,III,1751285.0,0.0,2016,1751285.0
T O T A L                           2016               A,III,1792598.0,0.0,2016,1792598.0
B ,III,1868981.0,0.0,2016,1868981.0
"Obiekty hotelowe 
Hotels and similar establishments",III,1551883.0,400743.0,2016,1151140.0
"Hotele 
Hotels",III,1367827.0,373858.0,2016,993969.0
"Motele  
Motels",III,18490.0,0.0,2016,18490.0
"Pensjonaty 
Boarding house",III,27493.0,0.0,2016,27493.0
"Inne obiekty hotelowe 
Other hotel facilities",III,138073.0,21665.0,2016,116408.0
"Pozostałe obiekty noclegowe
Other facilities ",III,317098.0,0.0,2016,317098.0
"Domy wycieczkowe 
Excursion hostels",III,4874.0,228.0,2016,4646.0
"Schroniska 
Shelters",III,8181.0,489.0,2016,7692.0
"Schroniska młodzieżowe 
Youth hostels",III,4582.0,1077.0,2016,3505.0
"Szkolne schroniska młodzieżowe
School youth hostels",III,18357.0,0.0,2016,18357.0
"Ośrodki wczasowe 
Holiday centres",III,50874.0,5272.0,2016,45602.0
"Ośrodki kolonijne 
Holiday youth centers",III,3804.0,45.0,2016,3759.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",III,42553.0,2722.0,2016,39831.0
"Domy pracy twórczej 
Creative arts centres",III,1633.0,37.0,2016,1596.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",III,3157.0,0.0,2016,3157.0
"Kempingi 
Camping sites",III,550.0,220.0,2016,330.0
"Pola biwakowe  
Tent camp sites",III,0.0,0.0,2016,0.0
"Hostele 
Hostels",III,41919.0,14602.0,2016,27317.0
"Zakłady uzdrowiskowe 
Health establishments",III,56147.0,2491.0,2016,53656.0
"Pokoje gościnne 
Rooms for guests",III,26650.0,3222.0,2016,23428.0
"Kwatery agroturystyczne 
Agrotourism lodgings",III,4557.0,230.0,2016,4327.0
"Pozostałe niesklasyfikowane 
Other not classified",III,49260.0,5725.0,2016,43535.0
O G Ó Ł E  M                     2015              A,IV,1886291.0,0.0,2016,1886291.0
T O T A L                           2016               A,IV,2155628.0,0.0,2016,2155628.0
B ,IV,2238153.0,0.0,2016,2238153.0
"Obiekty hotelowe 
Hotels and similar establishments",IV,1817629.0,441050.0,2016,1376579.0
"Hotele 
Hotels",IV,1603814.0,412765.0,2016,1191049.0
"Motele  
Motels",IV,18685.0,0.0,2016,18685.0
"Pensjonaty 
Boarding house",IV,31805.0,0.0,2016,31805.0
"Inne obiekty hotelowe 
Other hotel facilities",IV,163325.0,22864.0,2016,140461.0
"Pozostałe obiekty noclegowe
Other facilities ",IV,420524.0,0.0,2016,420524.0
"Domy wycieczkowe 
Excursion hostels",IV,6812.0,460.0,2016,6352.0
"Schroniska 
Shelters",IV,9433.0,205.0,2016,9228.0
"Schroniska młodzieżowe 
Youth hostels",IV,8718.0,1217.0,2016,7501.0
"Szkolne schroniska młodzieżowe
School youth hostels",IV,33217.0,0.0,2016,33217.0
"Ośrodki wczasowe 
Holiday centres",IV,64923.0,5521.0,2016,59402.0
"Ośrodki kolonijne 
Holiday youth centers",IV,5620.0,0.0,2016,5620.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",IV,68598.0,3315.0,2016,65283.0
"Domy pracy twórczej 
Creative arts centres",IV,2903.0,97.0,2016,2806.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",IV,6446.0,0.0,2016,6446.0
"Kempingi 
Camping sites",IV,1621.0,528.0,2016,1093.0
"Pola biwakowe  
Tent camp sites",IV,154.0,0.0,2016,154.0
"Hostele 
Hostels",IV,47062.0,13827.0,2016,33235.0
"Zakłady uzdrowiskowe 
Health establishments",IV,60432.0,3311.0,2016,57121.0
"Pokoje gościnne 
Rooms for guests",IV,31090.0,3701.0,2016,27389.0
"Kwatery agroturystyczne 
Agrotourism lodgings",IV,6952.0,257.0,2016,6695.0
"Pozostałe niesklasyfikowane 
Other not classified",IV,66543.0,7278.0,2016,59265.0
O G Ó Ł E  M                     2015              A,V,2486087.0,0.0,2016,2486087.0
T O T A L                           2016               A,V,2592499.0,0.0,2016,2592499.0
B ,V,2692655.0,0.0,2016,2692655.0
"Obiekty hotelowe 
Hotels and similar establishments",V,2006318.0,533687.0,2016,1472631.0
"Hotele 
Hotels",V,1734787.0,495314.0,2016,1239473.0
"Motele  
Motels",V,21630.0,0.0,2016,21630.0
"Pensjonaty 
Boarding house",V,47980.0,0.0,2016,47980.0
"Inne obiekty hotelowe 
Other hotel facilities",V,201921.0,30682.0,2016,171239.0
"Pozostałe obiekty noclegowe
Other facilities ",V,686337.0,0.0,2016,686337.0
"Domy wycieczkowe 
Excursion hostels",V,12151.0,399.0,2016,11752.0
"Schroniska 
Shelters",V,15786.0,604.0,2016,15182.0
"Schroniska młodzieżowe 
Youth hostels",V,9780.0,1022.0,2016,8758.0
"Szkolne schroniska młodzieżowe
School youth hostels",V,48050.0,0.0,2016,48050.0
"Ośrodki wczasowe 
Holiday centres",V,150329.0,7399.0,2016,142930.0
"Ośrodki kolonijne 
Holiday youth centers",V,12609.0,0.0,2016,12609.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",V,113978.0,5370.0,2016,108608.0
"Domy pracy twórczej 
Creative arts centres",V,4073.0,100.0,2016,3973.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",V,26893.0,0.0,2016,26893.0
"Kempingi 
Camping sites",V,15455.0,6619.0,2016,8836.0
"Pola biwakowe  
Tent camp sites",V,1869.0,0.0,2016,1869.0
"Hostele 
Hostels",V,54145.0,14918.0,2016,39227.0
"Zakłady uzdrowiskowe 
Health establishments",V,63579.0,4925.0,2016,58654.0
"Pokoje gościnne 
Rooms for guests",V,48280.0,4973.0,2016,43307.0
"Kwatery agroturystyczne 
Agrotourism lodgings",V,13906.0,520.0,2016,13386.0
"Pozostałe niesklasyfikowane 
Other not classified",V,95454.0,8317.0,2016,87137.0
O G Ó Ł E  M                     2015              A,VI,2751569.0,0.0,2016,2751569.0
T O T A L                           2016               A,VI,2906520.0,0.0,2016,2906520.0
B ,VI,3021650.0,0.0,2016,3021650.0
"Obiekty hotelowe 
Hotels and similar establishments",VI,2174573.0,557568.0,2016,1617005.0
"Hotele 
Hotels",VI,1873857.0,514451.0,2016,1359406.0
"Motele  
Motels",VI,22533.0,0.0,2016,22533.0
"Pensjonaty 
Boarding house",VI,54084.0,0.0,2016,54084.0
"Inne obiekty hotelowe 
Other hotel facilities",VI,224099.0,35248.0,2016,188851.0
"Pozostałe obiekty noclegowe
Other facilities ",VI,847077.0,0.0,2016,847077.0
"Domy wycieczkowe 
Excursion hostels",VI,11300.0,491.0,2016,10809.0
"Schroniska 
Shelters",VI,19004.0,809.0,2016,18195.0
"Schroniska młodzieżowe 
Youth hostels",VI,10283.0,755.0,2016,9528.0
"Szkolne schroniska młodzieżowe
School youth hostels",VI,51964.0,0.0,2016,51964.0
"Ośrodki wczasowe 
Holiday centres",VI,210191.0,7641.0,2016,202550.0
"Ośrodki kolonijne 
Holiday youth centers",VI,22874.0,60.0,2016,22814.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VI,135251.0,4900.0,2016,130351.0
"Domy pracy twórczej 
Creative arts centres",VI,5371.0,268.0,2016,5103.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VI,46054.0,0.0,2016,46054.0
"Kempingi 
Camping sites",VI,27901.0,12988.0,2016,14913.0
"Pola biwakowe  
Tent camp sites",VI,7834.0,0.0,2016,7834.0
"Hostele 
Hostels",VI,56171.0,16352.0,2016,39819.0
"Zakłady uzdrowiskowe 
Health establishments",VI,69027.0,4771.0,2016,64256.0
"Pokoje gościnne 
Rooms for guests",VI,57515.0,5700.0,2016,51815.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VI,15974.0,609.0,2016,15365.0
"Pozostałe niesklasyfikowane 
Other not classified",VI,100363.0,9469.0,2016,90894.0
O G Ó Ł E  M                     2015              A,VII,3213236.0,0.0,2016,3213236.0
T O T A L                           2016               A,VII,3429437.0,0.0,2016,3429437.0
B ,VII,3562000.0,0.0,2016,3562000.0
"Obiekty hotelowe 
Hotels and similar establishments",VII,2249853.0,644239.0,2016,1605614.0
"Hotele 
Hotels",VII,1898108.0,590262.0,2016,1307846.0
"Motele  
Motels",VII,24343.0,0.0,2016,24343.0
"Pensjonaty 
Boarding house",VII,75200.0,0.0,2016,75200.0
"Inne obiekty hotelowe 
Other hotel facilities",VII,252202.0,42355.0,2016,209847.0
"Pozostałe obiekty noclegowe
Other facilities ",VII,1312147.0,0.0,2016,1312147.0
"Domy wycieczkowe 
Excursion hostels",VII,10988.0,391.0,2016,10597.0
"Schroniska 
Shelters",VII,24888.0,1333.0,2016,23555.0
"Schroniska młodzieżowe 
Youth hostels",VII,8271.0,1184.0,2016,7087.0
"Szkolne schroniska młodzieżowe
School youth hostels",VII,45732.0,0.0,2016,45732.0
"Ośrodki wczasowe 
Holiday centres",VII,349327.0,13601.0,2016,335726.0
"Ośrodki kolonijne 
Holiday youth centers",VII,30535.0,238.0,2016,30297.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VII,160787.0,9385.0,2016,151402.0
"Domy pracy twórczej 
Creative arts centres",VII,5567.0,305.0,2016,5262.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VII,99960.0,0.0,2016,99960.0
"Kempingi 
Camping sites",VII,94606.0,29317.0,2016,65289.0
"Pola biwakowe  
Tent camp sites",VII,43235.0,0.0,2016,43235.0
"Hostele 
Hostels",VII,60339.0,20671.0,2016,39668.0
"Zakłady uzdrowiskowe 
Health establishments",VII,79255.0,6261.0,2016,72994.0
"Pokoje gościnne 
Rooms for guests",VII,137444.0,8681.0,2016,128763.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VII,26529.0,1324.0,2016,25205.0
"Pozostałe niesklasyfikowane 
Other not classified",VII,134684.0,17252.0,2016,117432.0
O G Ó Ł E  M                     2015              A,VIII,3290501.0,0.0,2016,3290501.0
T O T A L                           2016               A,VIII,3530719.0,0.0,2016,3530719.0
B ,VIII,3673076.0,0.0,2016,3673076.0
"Obiekty hotelowe 
Hotels and similar establishments",VIII,2378901.0,673197.0,2016,1705704.0
"Hotele 
Hotels",VIII,2012341.0,620311.0,2016,1392030.0
"Motele  
Motels",VIII,24577.0,0.0,2016,24577.0
"Pensjonaty 
Boarding house",VIII,76679.0,0.0,2016,76679.0
"Inne obiekty hotelowe 
Other hotel facilities",VIII,265304.0,42239.0,2016,223065.0
"Pozostałe obiekty noclegowe
Other facilities ",VIII,1294175.0,0.0,2016,1294175.0
"Domy wycieczkowe 
Excursion hostels",VIII,11448.0,486.0,2016,10962.0
"Schroniska 
Shelters",VIII,27854.0,1239.0,2016,26615.0
"Schroniska młodzieżowe 
Youth hostels",VIII,9449.0,906.0,2016,8543.0
"Szkolne schroniska młodzieżowe
School youth hostels",VIII,44778.0,0.0,2016,44778.0
"Ośrodki wczasowe 
Holiday centres",VIII,341794.0,13237.0,2016,328557.0
"Ośrodki kolonijne 
Holiday youth centers",VIII,27304.0,148.0,2016,27156.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VIII,146790.0,6013.0,2016,140777.0
"Domy pracy twórczej 
Creative arts centres",VIII,5845.0,145.0,2016,5700.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VIII,97164.0,0.0,2016,97164.0
"Kempingi 
Camping sites",VIII,88951.0,28215.0,2016,60736.0
"Pola biwakowe  
Tent camp sites",VIII,36442.0,0.0,2016,36442.0
"Hostele 
Hostels",VIII,65487.0,22029.0,2016,43458.0
"Zakłady uzdrowiskowe 
Health establishments",VIII,82101.0,7209.0,2016,74892.0
"Pokoje gościnne 
Rooms for guests",VIII,137511.0,7978.0,2016,129533.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VIII,26967.0,1218.0,2016,25749.0
"Pozostałe niesklasyfikowane 
Other not classified",VIII,144290.0,13860.0,2016,130430.0
O G Ó Ł E  M                     2015              A,IX,2564382.0,0.0,2016,2564382.0
T O T A L                           2016               A,IX,2862429.0,0.0,2016,2862429.0
B ,IX,2988738.0,0.0,2016,2988738.0
"Obiekty hotelowe 
Hotels and similar establishments",IX,2256808.0,581262.0,2016,1675546.0
"Hotele 
Hotels",IX,1952582.0,537560.0,2016,1415022.0
"Motele  
Motels",IX,22144.0,0.0,2016,22144.0
"Pensjonaty 
Boarding house",IX,56805.0,0.0,2016,56805.0
"Inne obiekty hotelowe 
Other hotel facilities",IX,225277.0,33996.0,2016,191281.0
"Pozostałe obiekty noclegowe
Other facilities ",IX,731930.0,0.0,2016,731930.0
"Domy wycieczkowe 
Excursion hostels",IX,8310.0,483.0,2016,7827.0
"Schroniska 
Shelters",IX,20180.0,1113.0,2016,19067.0
"Schroniska młodzieżowe 
Youth hostels",IX,8889.0,1102.0,2016,7787.0
"Szkolne schroniska młodzieżowe
School youth hostels",IX,33396.0,0.0,2016,33396.0
"Ośrodki wczasowe 
Holiday centres",IX,163884.0,9041.0,2016,154843.0
"Ośrodki kolonijne 
Holiday youth centers",IX,10024.0,20.0,2016,10004.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",IX,127399.0,4954.0,2016,122445.0
"Domy pracy twórczej 
Creative arts centres",IX,5006.0,315.0,2016,4691.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",IX,30160.0,0.0,2016,30160.0
"Kempingi 
Camping sites",IX,14417.0,7082.0,2016,7335.0
"Pola biwakowe  
Tent camp sites",IX,3097.0,0.0,2016,3097.0
"Hostele 
Hostels",IX,55658.0,17387.0,2016,38271.0
"Zakłady uzdrowiskowe 
Health establishments",IX,69124.0,5386.0,2016,63738.0
"Pokoje gościnne 
Rooms for guests",IX,53396.0,5646.0,2016,47750.0
"Kwatery agroturystyczne 
Agrotourism lodgings",IX,12324.0,505.0,2016,11819.0
"Pozostałe niesklasyfikowane 
Other not classified",IX,116666.0,10411.0,2016,106255.0
O G Ó Ł E  M                     2015              A,X,2298723.0,0.0,2016,2298723.0
T O T A L                           2016               A,X,2411065.0,0.0,2016,2411065.0
B ,X,2518407.0,0.0,2016,2518407.0
"Obiekty hotelowe 
Hotels and similar establishments",X,2030227.0,497409.0,2016,1532818.0
"Hotele 
Hotels",X,1779460.0,459212.0,2016,1320248.0
"Motele  
Motels",X,20137.0,0.0,2016,20137.0
"Pensjonaty 
Boarding house",X,39491.0,0.0,2016,39491.0
"Inne obiekty hotelowe 
Other hotel facilities",X,191139.0,30927.0,2016,160212.0
"Pozostałe obiekty noclegowe
Other facilities ",X,488180.0,0.0,2016,488180.0
"Domy wycieczkowe 
Excursion hostels",X,6129.0,296.0,2016,5833.0
"Schroniska 
Shelters",X,12411.0,621.0,2016,11790.0
